                       x                        y                        z
 3.794930e+008  1.236235e+008  0.000000e+000
 3.794555e+008  1.241006e+008  0.000000e+000
 3.794179e+008  1.245776e+008  0.000000e+000
 3.793801e+008  1.250546e+008  0.000000e+000
 3.793423e+008  1.255316e+008  0.000000e+000
 3.793043e+008  1.260085e+008  0.000000e+000
 3.792661e+008  1.264854e+008  0.000000e+000
 3.792279e+008  1.269622e+008  0.000000e+000
 3.791894e+008  1.274390e+008  0.000000e+000
 3.791509e+008  1.279157e+008  0.000000e+000
 3.791122e+008  1.283924e+008  0.000000e+000
 3.790734e+008  1.288690e+008  0.000000e+000
 3.790345e+008  1.293456e+008  0.000000e+000
 3.789954e+008  1.298222e+008  0.000000e+000
 3.789562e+008  1.302987e+008  0.000000e+000
 3.789169e+008  1.307752e+008  0.000000e+000
 3.788774e+008  1.312516e+008  0.000000e+000
 3.788378e+008  1.317280e+008  0.000000e+000
 3.787981e+008  1.322043e+008  0.000000e+000
 3.787583e+008  1.326806e+008  0.000000e+000
 3.787183e+008  1.331568e+008  0.000000e+000
 3.786781e+008  1.336330e+008  0.000000e+000
 3.786379e+008  1.341092e+008  0.000000e+000
 3.785975e+008  1.345853e+008  0.000000e+000
 3.785570e+008  1.350613e+008  0.000000e+000
 3.785163e+008  1.355373e+008  0.000000e+000
 3.784756e+008  1.360133e+008  0.000000e+000
 3.784347e+008  1.364892e+008  0.000000e+000
 3.783936e+008  1.369650e+008  0.000000e+000
 3.783525e+008  1.374409e+008  0.000000e+000
 3.783112e+008  1.379166e+008  0.000000e+000
 3.782697e+008  1.383924e+008  0.000000e+000
 3.782282e+008  1.388680e+008  0.000000e+000
 3.781865e+008  1.393437e+008  0.000000e+000
 3.781447e+008  1.398192e+008  0.000000e+000
 3.781027e+008  1.402948e+008  0.000000e+000
 3.780606e+008  1.407703e+008  0.000000e+000
 3.780184e+008  1.412457e+008  0.000000e+000
 3.779761e+008  1.417211e+008  0.000000e+000
 3.779337e+008  1.421964e+008  0.000000e+000
 3.778911e+008  1.426717e+008  0.000000e+000
 3.778483e+008  1.431470e+008  0.000000e+000
 3.778055e+008  1.436222e+008  0.000000e+000
 3.777625e+008  1.440973e+008  0.000000e+000
 3.777194e+008  1.445724e+008  0.000000e+000
 3.776762e+008  1.450474e+008  0.000000e+000
 3.776328e+008  1.455224e+008  0.000000e+000
 3.775893e+008  1.459974e+008  0.000000e+000
 3.775457e+008  1.464723e+008  0.000000e+000
 3.775020e+008  1.469471e+008  0.000000e+000
 3.774581e+008  1.474219e+008  0.000000e+000
 3.774141e+008  1.478967e+008  0.000000e+000
 3.773700e+008  1.483714e+008  0.000000e+000
 3.773257e+008  1.488461e+008  0.000000e+000
 3.772814e+008  1.493207e+008  0.000000e+000
 3.772368e+008  1.497952e+008  0.000000e+000
 3.771922e+008  1.502697e+008  0.000000e+000
 3.771475e+008  1.507442e+008  0.000000e+000
 3.771026e+008  1.512186e+008  0.000000e+000
 3.770576e+008  1.516929e+008  0.000000e+000
 3.770124e+008  1.521672e+008  0.000000e+000
 3.769672e+008  1.526415e+008  0.000000e+000
 3.769218e+008  1.531157e+008  0.000000e+000
 3.768763e+008  1.535898e+008  0.000000e+000
 3.768306e+008  1.540639e+008  0.000000e+000
 3.767849e+008  1.545379e+008  0.000000e+000
 3.767390e+008  1.550119e+008  0.000000e+000
 3.766930e+008  1.554859e+008  0.000000e+000
 3.766468e+008  1.559598e+008  0.000000e+000
 3.766006e+008  1.564336e+008  0.000000e+000
 3.765542e+008  1.569074e+008  0.000000e+000
 3.765077e+008  1.573811e+008  0.000000e+000
 3.764610e+008  1.578548e+008  0.000000e+000
 3.764143e+008  1.583284e+008  0.000000e+000
 3.763674e+008  1.588020e+008  0.000000e+000
 3.763204e+008  1.592755e+008  0.000000e+000
 3.762732e+008  1.597490e+008  0.000000e+000
 3.762260e+008  1.602224e+008  0.000000e+000
 3.761786e+008  1.606958e+008  0.000000e+000
 3.761311e+008  1.611691e+008  0.000000e+000
 3.760835e+008  1.616424e+008  0.000000e+000
 3.760357e+008  1.621156e+008  0.000000e+000
 3.759879e+008  1.625888e+008  0.000000e+000
 3.759399e+008  1.630619e+008  0.000000e+000
 3.758918e+008  1.635349e+008  0.000000e+000
 3.758435e+008  1.640079e+008  0.000000e+000
 3.757952e+008  1.644809e+008  0.000000e+000
 3.757467e+008  1.649538e+008  0.000000e+000
 3.756981e+008  1.654266e+008  0.000000e+000
 3.756493e+008  1.658994e+008  0.000000e+000
 3.756005e+008  1.663721e+008  0.000000e+000
 3.755515e+008  1.668448e+008  0.000000e+000
 3.755024e+008  1.673174e+008  0.000000e+000
 3.754532e+008  1.677900e+008  0.000000e+000
 3.754039e+008  1.682625e+008  0.000000e+000
 3.753544e+008  1.687350e+008  0.000000e+000
 3.753049e+008  1.692074e+008  0.000000e+000
 3.752552e+008  1.696797e+008  0.000000e+000
 3.752054e+008  1.701520e+008  0.000000e+000
 3.751554e+008  1.706243e+008  0.000000e+000
 3.751054e+008  1.710964e+008  0.000000e+000
 3.750552e+008  1.715686e+008  0.000000e+000
 3.750049e+008  1.720407e+008  0.000000e+000
 3.749545e+008  1.725127e+008  0.000000e+000
 3.749039e+008  1.729846e+008  0.000000e+000
 3.748533e+008  1.734566e+008  0.000000e+000
 3.748025e+008  1.739284e+008  0.000000e+000
 3.747516e+008  1.744002e+008  0.000000e+000
 3.747006e+008  1.748720e+008  0.000000e+000
 3.746495e+008  1.753437e+008  0.000000e+000
 3.745982e+008  1.758153e+008  0.000000e+000
 3.745469e+008  1.762869e+008  0.000000e+000
 3.744954e+008  1.767584e+008  0.000000e+000
 3.744438e+008  1.772299e+008  0.000000e+000
 3.743920e+008  1.777013e+008  0.000000e+000
 3.743402e+008  1.781726e+008  0.000000e+000
 3.742882e+008  1.786440e+008  0.000000e+000
 3.742362e+008  1.791152e+008  0.000000e+000
 3.741840e+008  1.795864e+008  0.000000e+000
 3.741317e+008  1.800575e+008  0.000000e+000
 3.740792e+008  1.805286e+008  0.000000e+000
 3.740267e+008  1.809996e+008  0.000000e+000
 3.739740e+008  1.814706e+008  0.000000e+000
 3.739212e+008  1.819415e+008  0.000000e+000
 3.738683e+008  1.824123e+008  0.000000e+000
 3.738153e+008  1.828831e+008  0.000000e+000
 3.737622e+008  1.833539e+008  0.000000e+000
 3.737090e+008  1.838245e+008  0.000000e+000
 3.736556e+008  1.842952e+008  0.000000e+000
 3.736021e+008  1.847657e+008  0.000000e+000
 3.735485e+008  1.852362e+008  0.000000e+000
 3.734948e+008  1.857067e+008  0.000000e+000
 3.734410e+008  1.861771e+008  0.000000e+000
 3.733871e+008  1.866474e+008  0.000000e+000
 3.733330e+008  1.871177e+008  0.000000e+000
 3.732788e+008  1.875879e+008  0.000000e+000
 3.732246e+008  1.880581e+008  0.000000e+000
 3.731702e+008  1.885282e+008  0.000000e+000
 3.731156e+008  1.889982e+008  0.000000e+000
 3.730610e+008  1.894682e+008  0.000000e+000
 3.730063e+008  1.899382e+008  0.000000e+000
 3.729514e+008  1.904080e+008  0.000000e+000
 3.728965e+008  1.908779e+008  0.000000e+000
 3.728414e+008  1.913476e+008  0.000000e+000
 3.727862e+008  1.918173e+008  0.000000e+000
 3.727309e+008  1.922869e+008  0.000000e+000
 3.726754e+008  1.927565e+008  0.000000e+000
 3.726199e+008  1.932261e+008  0.000000e+000
 3.725643e+008  1.936955e+008  0.000000e+000
 3.725085e+008  1.941649e+008  0.000000e+000
 3.724526e+008  1.946343e+008  0.000000e+000
 3.723966e+008  1.951036e+008  0.000000e+000
 3.723405e+008  1.955728e+008  0.000000e+000
 3.722843e+008  1.960420e+008  0.000000e+000
 3.722280e+008  1.965111e+008  0.000000e+000
 3.721716e+008  1.969801e+008  0.000000e+000
 3.721150e+008  1.974491e+008  0.000000e+000
 3.720584e+008  1.979181e+008  0.000000e+000
 3.720016e+008  1.983869e+008  0.000000e+000
 3.719447e+008  1.988557e+008  0.000000e+000
 3.718877e+008  1.993245e+008  0.000000e+000
 3.718306e+008  1.997932e+008  0.000000e+000
 3.717734e+008  2.002618e+008  0.000000e+000
 3.717161e+008  2.007304e+008  0.000000e+000
 3.716586e+008  2.011989e+008  0.000000e+000
 3.716011e+008  2.016674e+008  0.000000e+000
 3.715434e+008  2.021358e+008  0.000000e+000
 3.714857e+008  2.026041e+008  0.000000e+000
 3.714278e+008  2.030724e+008  0.000000e+000
 3.713698e+008  2.035406e+008  0.000000e+000
 3.713117e+008  2.040088e+008  0.000000e+000
 3.712535e+008  2.044769e+008  0.000000e+000
 3.711952e+008  2.049449e+008  0.000000e+000
 3.711367e+008  2.054129e+008  0.000000e+000
 3.710782e+008  2.058808e+008  0.000000e+000
 3.710196e+008  2.063487e+008  0.000000e+000
 3.709608e+008  2.068165e+008  0.000000e+000
 3.709020e+008  2.072842e+008  0.000000e+000
 3.708430e+008  2.077519e+008  0.000000e+000
 3.707839e+008  2.082195e+008  0.000000e+000
 3.707247e+008  2.086871e+008  0.000000e+000
 3.706654e+008  2.091545e+008  0.000000e+000
 3.706060e+008  2.096220e+008  0.000000e+000
 3.705465e+008  2.100893e+008  0.000000e+000
 3.704869e+008  2.105567e+008  0.000000e+000
 3.704272e+008  2.110239e+008  0.000000e+000
 3.703674e+008  2.114911e+008  0.000000e+000
 3.703074e+008  2.119582e+008  0.000000e+000
 3.702474e+008  2.124253e+008  0.000000e+000
 3.701872e+008  2.128923e+008  0.000000e+000
 3.701270e+008  2.133592e+008  0.000000e+000
 3.700666e+008  2.138261e+008  0.000000e+000
 3.700061e+008  2.142929e+008  0.000000e+000
 3.699456e+008  2.147597e+008  0.000000e+000
 3.698849e+008  2.152264e+008  0.000000e+000
 3.698241e+008  2.156930e+008  0.000000e+000
 3.697632e+008  2.161596e+008  0.000000e+000
 3.697022e+008  2.166261e+008  0.000000e+000
 3.696411e+008  2.170926e+008  0.000000e+000
 3.695799e+008  2.175590e+008  0.000000e+000
 3.695186e+008  2.180253e+008  0.000000e+000
 3.694571e+008  2.184916e+008  0.000000e+000
 3.693956e+008  2.189578e+008  0.000000e+000
 3.693340e+008  2.194239e+008  0.000000e+000
 3.692723e+008  2.198900e+008  0.000000e+000
 3.692104e+008  2.203560e+008  0.000000e+000
 3.691485e+008  2.208220e+008  0.000000e+000
